split	genre	dataset	year	sid	score	sentence1	sentence2	
dev	hovedtekster	MSRvid	2012 tog	276	2.750	En løveunge prøver å klatre opp et gjerde.	En løve prøver å klatre over en vegg.	
dev	hovedtekster	MSRvid	2012 tog	277	2.000	En mann snakker i en mobiltelefon.	En fyr snakker i en mikrofon.	
dev	hovedtekster	MSRvid	2012 tog	278	0,833	En mann spiller gitar.	En mann rydder en cd.	
dev	hovedtekster	MSRvid	2012 tog	285	3.750	Noen heller kyllingbuljong i en kjele.	Mannen heller buljong i kjelen.	
dev	hovedtekster	MSRvid	2012 tog	303	1.800	En kvinne hakker en løk.	En kvinne hakker hvitløk med en kniv.	
dev	hovedtekster	MSRvid	2012 tog	317	4.333	Mannen håndhilser på andre menn.	En mann trykker en annen manns hånd.	
dev	hovedtekster	MSRvid	2012 tog	318	4.214	Et mål blir truffet med skytevåpen.	Målet ble skutt med kuler.	
dev	hovedtekster	MSRvid	2012 tog	330	0,000	En kvinne sminker seg.	En mann spiller gitar.	
dev	hovedtekster	MSRvid	2012 tog	332	3.400	En kvinne skjærer en stor paprika.	En person kutter en grønn paprika.	
dev	hovedtekster	MSRvid	2012 tog	336	4.200	En mann legger litt ost på en pizza.	En mann drysser revet ost på en pizza.	
dev	hovedtekster	MSRvid	2012 tog	340	0,800	En mann stirrer på et blad.	En mann skjærer en grønnsak.	
dev	hovedtekster	MSRvid	2012 tog	346	4.200	En person plukker en komododrage og legger den i en boks.	En person legger en babykomododrage i en beholder.	
dev	hovedtekster	MSRvid	2012 tog	352	2.750	En person slipper et kamera ned en rulletrapp.	En mann kaster en pose ned en rulletrapp.	
dev	hovedtekster	MSRvid	2012 tog	376	2.200	Mannen spiller på tangentene.	En mann spiller gitar.	
dev	hovedtekster	MSRvid	2012 tog	377	1.200	En kvinne legger på øyenskygge.	En kvinne vasker en bolle.	
dev	hovedtekster	MSRvid	2012 tog	379	1000	En kvinne spiller på fløyte.	En mann spiller et keyboard.	
dev	hovedtekster	MSRvid	2012 tog	380	1.533	En mann rir på en hest.	En kvinne rir på en elefant.	
dev	hovedtekster	MSRvid	2012 tog	385	0,200	En mann spiller fløyte.	En mann danser.	
dev	hovedtekster	MSRvid	2012 tog	388	3.000	En tiger går rundt buret hans.	En tiger går planløst rundt.	
dev	hovedtekster	MSRvid	2012 tog	389	3.800	En person heller matolje i en gryte.	En person heller olivenolje i en gryte på komfyren.	
dev	hovedtekster	MSRvid	2012 tog	390	0,750	En kvinne skjærer potet.	En kvinne rir på en hest.	
dev	hovedtekster	MSRvid	2012 tog	393	3.000	En papegøye snakker.	En papegøye snakker i en mikrofon.	
dev	hovedtekster	MSRvid	2012 tog	396	0,400	En mann synger i en mikrofon.	En mann danser i regnet.	
dev	hovedtekster	MSRvid	2012 tog	403	3.400	En kvinne trener.	En kvinne løfter vekter.	
dev	hovedtekster	MSRvid	2012 tog	405	3.800	Et barn løper inn og ut av havbølgene.	En ung gutt løper mot og fra havbølgene.	
dev	hovedtekster	MSRvid	2012 tog	407	1.400	En mann spiller piano.	En mann spiller på en trefløyte.	
dev	hovedtekster	MSRvid	2012 tog	408	3.400	En fyr rir på en hest.	En mann rir på en hest i ørkenen.	
dev	hovedtekster	MSRvid	2012 tog	412	3.200	En hund stjeler mat fra et kjøleskap.	Hunden tok noe ut av kjøleskapet.	
dev	hovedtekster	MSRvid	2012 tog	414	2.333	En person bruker en blåselampe på to kameraer.	En person brenner kameraer.	
dev	hovedtekster	MSRvid	2012 tog	422	0,800	En mann setter en kniv i en skrustikke.	En mann setter seg inn i en bil i en garasje.	
dev	hovedtekster	MSRvid	2012 tog	427	0,000	En kvinne koker kjøtt.	En mann snakker.	
dev	hovedtekster	MSRvid	2012 tog	431	3.000	En valp prøver å komme ut av vasken.	Valpen prøvde å komme seg ut av karet.	
dev	hovedtekster	MSRvid	2012 tog	436	3.750	En person bretter en firkantet papirbit.	En person bretter et stykke papir.	
dev	hovedtekster	MSRvid	2012 tog	441	0,000	Gutten spiller piano.	Kvinnen heller olje i pannen.	
dev	hovedtekster	MSRvid	2012 tog	448	0,000	En mann skjærer en potet.	En kvinne klatrer på en fjellvegg.	
dev	hovedtekster	MSRvid	2012 tog	449	0,000	En kvinne mater en baby.	En mann legger vann i pannen.	
dev	hovedtekster	MSRvid	2012 tog	450	0,500	En mann spiller gitar.	En kvinne rir på en hest.	
dev	hovedtekster	MSRvid	2012 tog	453	0,500	En kvinne blander egg.	Kvinnen spiser.	
dev	hovedtekster	MSRvid	2012 tog	464	0,400	En mann sykler på en båt.	En mann binder i maskinen.	
dev	hovedtekster	MSRvid	2012 tog	474	0,750	En mann serverer kake.	En mann som krydder vaktel.	
dev	hovedtekster	MSRvid	2012 tog	476	2.500	Noen storer en gulrot.	En kvinne river en appelsinmat.	
dev	hovedtekster	MSRvid	2012 tog	484	1.800	En mann står på taket og spiller fiolin.	En mann danser på et tak.	
dev	hovedtekster	MSRvid	2012 tog	494	2.500	En ape er karate som sparker en person.	En ape praktiserer kampsport.	
dev	hovedtekster	MSRvid	2012 tog	506	0,500	En mann former en kniv.	En mann bærer en kvinne.	
dev	hovedtekster	MSRvid	2012 tog	511	0,400	En kvinne pusser føttene.	En kvinne hakker en løk.	
dev	hovedtekster	MSRvid	2012 tog	522	1.200	En kvinne fjerner hud fra noe kjøtt.	En kvinne skjærer en tomat.	
dev	hovedtekster	MSRvid	2012 tog	528	2.750	En mann rører ingredienser i en bolle.	En mann slår to egg i en bolle med en gaffel.	
dev	hovedtekster	MSRvid	2012 tog	533	0,400	En kvinne slapper av i et badekar.	En kvinne stikker en potet med en gaffel.	
dev	hovedtekster	MSRvid	2012 tog	534	0,600	En kvinne legger olje på fisk.	Kvinnen skjærer poteter.	
dev	hovedtekster	MSRvid	2012 tog	535	0,800	En kvinne skriver noe.	En kvinne hakker grønn løk.	
dev	hovedtekster	MSRvid	2012 tog	539	3.000	En baby spiser maten sin.	En baby blir matet med erter.	
dev	hovedtekster	MSRvid	2012 tog	540	0,400	En mann skjærer en gulrot ved en maskin.	En mann står i regnet.	
dev	hovedtekster	MSRvid	2012 tog	548	3.200	En mann spiller gitar og synger på en scene.	En mann spiller elektrisk gitar.	
dev	hovedtekster	MSRvid	2012 tog	552	1.250	En gutt spiller piano.	En mann synger og spiller gitar.	
dev	hovedtekster	MSRvid	2012 tog	555	5.000	Personen starter en brann.	En person lager ild.	
dev	hovedtekster	MSRvid	2012 tog	579	0,200	En kvinne rir på en hest på stranden.	En kvinne vasker en bolle.	
dev	hovedtekster	MSRvid	2012 tog	580	3.000	En person hakker en urt.	En mann finhakker en grønn substans.	
dev	hovedtekster	MSRvid	2012 tog	582	1.400	En kvinne samler vann fra springen i et krus.	En gutt fyller en mugge med vann.	
dev	hovedtekster	MSRvid	2012 tog	585	3.800	En person visper egg i en bolle.	En kvinne pisker to egg i en bolle med en stålvisp.	
dev	hovedtekster	MSRvid	2012 tog	591	2.750	Hunden kunne ikke finne ut hvordan han skulle få en pinne ut av doggy-døren.	En hund prøver å komme seg gjennom hundedøren.	
dev	hovedtekster	MSRvid	2012 tog	593	0,000	En kvinne blander egg i bollen.	En mann gjør push ups.	
dev	hovedtekster	MSRvid	2012 tog	608	2.800	Damen lagde noen skiver på rekene.	En kokk skjærer en reke.	
dev	hovedtekster	MSRvid	2012 tog	617	0,000	Noen blander en væske.	En mann spiller gitar.	
dev	hovedtekster	MSRvid	2012 tog	634	0,000	En kvinne skjærer stor pepper.	En mann spiller et instrument.	
dev	hovedtekster	MSRvid	2012 tog	643	2.600	Dyret med de store øynene spiser.	En treg loris spiser.	
dev	hovedtekster	MSRvid	2012 tog	645	0,100	En baby kryper lykkelig.	En katt går på tregulv.	
dev	hovedtekster	MSRvid	2012 tog	648	0,000	En tigerklubb leker med en ball.	En person hakker reker med en kniv.	
dev	hovedtekster	MSRvid	2012 tog	653	2.000	En kvinne skjærer frukt.	To kvinner skjærer noen sitroner.	
dev	hovedtekster	MSRvid	2012 tog	655	3.750	Flagget beveget seg i luften.	Et flagg vaier.	
dev	hovedtekster	MSRvid	2012 tog	664	3.100	Babyen lo i bilstolen.	En baby ler.	
dev	hovedtekster	MSRvid	2012 tog	669	2.692	En hund slår en gutt i vannet to ganger.	En hund dytter et lite barn ned i en regndam.	
dev	hovedtekster	MSRvid	2012 tog	674	4.429	Fuglen tar et bad under kranen.	En fugl bader i en vask.	
dev	hovedtekster	MSRvid	2012 tog	675	5.000	En mann spiller gitar og synger.	En mann synger og spiller gitar.	
dev	hovedtekster	MSRvid	2012 tog	684	0,000	Kvinner holder om hverandre og danser sammen.	To menn spiller bordtennis.	
dev	hovedtekster	MSRvid	2012 tog	690	0,800	Mannen prøver å mate slangen med en mus.	En mann jobber på den bærbare datamaskinen sin.	
dev	hovedtekster	MSRvid	2012 tog	707	1.333	En tiger leker med treneren sin.	En tiger angriper en mann.	
dev	hovedtekster	MSRvid	2012 tog	716	0,000	En katt leker med en vannmelon på gulvet.	En mann heller olje i en panne.	
dev	hovedtekster	MSRvid	2012 tog	718	0,600	En katt henter en gjenstand opp av en skål med vann.	Katten prøvde å spise maiskolben.	
dev	hovedtekster	MSRvid	2012 tog	721	0,000	En kokk skjærer gulrot.	En person tegner et bilde.	
dev	hovedtekster	MSRvid	2012 tog	733	0,000	En kvinne legger litt sopp og væske i en gryte.	En ung mann spiller gitar.	
dev	hovedtekster	MSRvid	2012 tog	734	0,000	En mann spiller lidenskapelig gitar foran et publikum.	En kvinne skreller en potet.	
dev	hovedtekster	MSRvid	2012 tog	738	3.400	Noen trakk Washingtons ansikt på dollaren.	En person trekker på en dollarseddel.	
dev	hovedtekster	MSRvid	2012 tog	739	2.200	Jenta skjærer en løk.	En kvinne hakker en løk i små biter.	
dev	hovedtekster	MSRvid	2012 tog	743	0,000	Mannen sikter en pistol.	En gutt leker på en leketelefon.	
dev	hovedtekster	Bilder	2014	0	03.jun	En katt som står på tregrener.	En svart og hvit katt er høyt oppe på tregrener.	
dev	hovedtekster	Bilder	2014	5	0	Lammet ser på kameraet.	En liten fugl som står på en tømmerstokk ved vannkanten.	
dev	hovedtekster	Bilder	2014	13	01.apr	En okse som står i åkeren.	En brun hest står i et frodig grønt felt.	
dev	hovedtekster	Bilder	2014	16	02.feb	De svarte og hvite kyrne stanser foran porten.	En svart ku og en brun ku står på en slette foran et opprevne tre.	
dev	hovedtekster	Bilder	2014	20	03.aug	En gruppe på fire personer i en middag som spiser kake.	Fire personer spiser dessert rundt et bord.	
dev	hovedtekster	Bilder	2014	25	02.jun	En gruppe mennesker spiser ved et bord utenfor.	En gruppe eldre mennesker poserer rundt et spisebord.	
dev	hovedtekster	Bilder	2014	34	0,4	Eldre mann iført beret med fjell i bakgrunnen.	En sau i morgentåken med trær i bakgrunnen.	
dev	hovedtekster	Bilder	2014	35	4	Kyrne fôrer i trauet.	De brune og hvite kyrne spiser i trauet.	
dev	hovedtekster	Bilder	2014	36	feb.25	En liten rød og grå fugl satt blant de nakne grenene på et tre.	En rød og brun fugl sitter på grener.	
dev	hovedtekster	Bilder	2014	39	03.feb	En svart og trefarget spisestue i en liten leilighet.	Svart og brunt bord i stueinnstilling.	
dev	hovedtekster	Bilder	2014	44	0	En pose med bomull foran en sofa.	Calico katt sitter på trinn foran en dør.	
dev	hovedtekster	Bilder	2014	56	0,4	To hester som står på et jorde med trær i bakgrunnen.	En svart og hvit fugl på en vannmasse med gress i bakgrunnen.	
dev	hovedtekster	Bilder	2014	58	03.aug	Rød dobbeltdekker buss kjører nedover en gate.	En rød to-etasjers buss kjører langs gaten.	
dev	hovedtekster	Bilder	2014	71	0,8	Lammet ser på kameraet.	En katt som ser på kameraet.	
dev	hovedtekster	Bilder	2014	72	04.feb	En rød dobbeltdekker buss i en fullsatt gate.	En dobbeltdekker buss i en bygate.	
dev	hovedtekster	Bilder	2014	73	03.jun	En jockey som rir på en hest i en penn.	En jockey rir på en hest i galopp.	
dev	hovedtekster	Bilder	2014	92	2	Jurene til en melkeku som står på et beite nær en stor bygning.	Den svarte og brune kua står på det grønne gresset.	
dev	hovedtekster	Bilder	2014	97	04.feb	En kvinne poserer ved en søyle med et U2-skilt.	en kvinne står ved en søyle hvor "u2" er skrevet.	
dev	hovedtekster	Bilder	2014	108	03.apr	En asiatisk og en kvinne i briller smiler med tommelen opp.	To kvinner poserer for kameraet og gir tommelen opp.	
dev	hovedtekster	Bilder	2014	109	3	Et svart tog beveger seg nedover sporene.	Et stort sett svart tog på et spor.	
dev	hovedtekster	Bilder	2014	120	03.apr	Den brune hunden hviler hodet på en hvit pute.	En solbrun hund ligger på en sofa og har hodet på en hvit pute.	
dev	hovedtekster	Bilder	2014	134	03.jun	Den svarte og brune kua ser på kameraet.	Den svarte og hvite oksen ser på kameraet.	
dev	hovedtekster	Bilder	2014	145	3	En smilende kvinne holder en liten baby.	To smilende kvinner holder en baby.	
dev	hovedtekster	Bilder	2014	159	02.apr	To fly på himmelen.	Et fly på himmelen.	
dev	hovedtekster	Bilder	2014	160	2	Et kulltog kjører nedover sporene.	Et gammelt tog står stille på skinnene.	
dev	hovedtekster	Bilder	2014	164	4	En katt som ser på kameraet.	En grå, svart og hvit katt som ser på kameraet.	
dev	hovedtekster	Bilder	2014	165	0	Verdensnyhetsoverskrifter vises på en stor skjerm.	En mann kledd for et løp slapper av.	
dev	hovedtekster	Bilder	2014	166	4	To kvinner poserer med en baby.	To smilende kvinner holder en baby.	
dev	hovedtekster	Bilder	2014	181	04.feb	Et rødt og hvitt fly som flyr på en solrik dag.	Rødt og hvitt fly som flyr gjennom luften.	
dev	hovedtekster	Bilder	2014	183	0,8	Et svart-hvitt-bilde av en gammel togstasjon.	Et svart-hvitt bilde av en katt som sitter på en sofa.	
dev	hovedtekster	Bilder	2014	184	02.feb	En sykkel foran noen ruiner.	En rosa sykkel står foran en bygning.	
dev	hovedtekster	Bilder	2014	187	03.aug	Rød dobbeltdekker buss på siden av gaten.	En rød dobbeltdekker buss i en fullsatt gate.	
dev	hovedtekster	Bilder	2014	191	03.feb	En buss kjører ned en trafikkert vei.	En grønn buss kjører nedover en vei.	
dev	hovedtekster	Bilder	2014	193	04.apr	Et eldre asiatisk ektepar poserer med en gjespende baby ved et middagsbord.	Et eldre asiatisk par poserer med en nyfødt baby ved middagsbordet.	
dev	hovedtekster	Bilder	2014	194	0	Brune og hvite ender som går på grønt gress.	Et rødt og hvitt fly som flyr på en solrik dag.	
dev	hovedtekster	Bilder	2014	215	01.apr	Folk kjører moped i urbane omgivelser.	Folk som rir på hester i et inngjerdet område.	
dev	hovedtekster	Bilder	2014	220	02.jun	Stor sølvlokomotivmotor i bod.	Sølvtoget står parkert på en stasjon.	
dev	hovedtekster	Bilder	2014	224	0,4	To personer sitter på en stor motorsykkel.	To ørner sitter på en lang gren.	
dev	hovedtekster	Bilder	2014	252	0	En lettkledd kvinne står ved siden av en bil.	En gul og oransje fugl holder seg på siden av et bur.	
dev	hovedtekster	Bilder	2014	253	03.feb	Flere TV-er er på gulvet og stablet oppå hverandre.	Tre fjernsyn, på på gulvet, de to andre på en boks.	
dev	hovedtekster	Bilder	2014	254	04.jun	Sauer beiter i en gressmark nær et trær.	Sauer beiter i åkeren foran en rekke med trær.	
dev	hovedtekster	Bilder	2014	266	0	Den lille hunden beskytter eieren sin.	Baksiden av stoppskiltet er prydet med klistremerker.	
dev	hovedtekster	Bilder	2014	267	0,6	Barn ser på en sau.	Barn som melker en ku utenfor.	
dev	hovedtekster	Bilder	2014	281	01.feb	Et svart-hvitt-bilde av en loveseat.	Et svart-hvitt-bilde av en gammel togstasjon.	
dev	hovedtekster	Bilder	2014	282	03.aug	baksiden av et stoppskilt med mange klistremerker på.	Baksiden av et skilt med klistremerker på.	
dev	hovedtekster	Bilder	2014	284	03.feb	Stue eller hi med storskjerm-TV.	Stue med solbrune møbler og flatskjerm-TV.	
dev	hovedtekster	Bilder	2014	287	02.jun	To kvinner sitter i plenstoler.	To kvinner sitter på en kafé.	
dev	hovedtekster	Bilder	2014	288	5	En dobbeltdekket rød buss kjører nedover veien.	En rød dobbeltdekker buss kjører nedover en gate.	
dev	hovedtekster	Bilder	2014	299	0	Den svarte fuglen sitter på bakken.	Baksiden av en gris under et tre med en ku i bakgrunnen.	
dev	hovedtekster	Bilder	2014	301	03.feb	Et Das Air Cargo-fly sitter på rullebanen.	Et passasjerfly parkert på en rullebane.	
dev	hovedtekster	Bilder	2014	303	4	En katt sover på lilla laken.	En svart og hvit katt sover på et lilla teppe.	
dev	hovedtekster	Bilder	2014	305	01.feb	Et nærbilde av en katt på en kremsofa.	Nærbilde av en hest.	
dev	hovedtekster	Bilder	2014	312	04.apr	Et kjøkken med treskap og spisebord.	Et kjøkken med treskap og møbler.	
dev	hovedtekster	Bilder	2014	314	03.apr	En motorsykkel er parkert nær en vegg dekket med en graffitiscene av et bybilde.	En motorsykkel er parkert ved et veggmaleri av en by om kvelden.	
dev	hovedtekster	Bilder	2014	351	04.apr	To gutter sitter overfor hverandre ved et bord og den ene peker på den andre.	To personer sitter overfor hverandre ved et bord mens den ene peker på den andre.	
dev	hovedtekster	Bilder	2014	354	0,8	To hvite hunder svømmer i vannet.	Fuglene svømmer i vannet.	
dev	hovedtekster	Bilder	2014	380	04.jun	Stort hvitt cruiseskip flyter på vannet.	Stort cruiseskip flyter på vannet.	
dev	hovedtekster	Bilder	2014	394	04.feb	To bald eagles perched på en gren.	To ørner sitter på en gren.	
dev	hovedtekster	Bilder	2014	395	0	En ryggsekk som står ved siden av et tog.	En sosial samling av mennesker på en restaurant.	
dev	hovedtekster	Bilder	2014	403	03.feb	Fuglen sitter på grenen.	En rød og brun fugl sitter på grener.	
dev	hovedtekster	Bilder	2014	414	0	En gruppe mennesker poserer i pelshatter.	En gruppe syklister i grønt og hvitt med tilskuere som ser på.	
dev	hovedtekster	Bilder	2014	418	01.apr	Svart huskatt liggende på brunt bord.	En grå katt som ligger på et spisebord.	
dev	hovedtekster	Bilder	2014	420	03.feb	Fire barn ser på fjøsdyr.	Barn ser på en sau.	
dev	hovedtekster	Bilder	2014	421	01.aug	En svart og hvit katt som leker med en ullkurv.	En svart og hvit katt som ligger på et teppe.	
dev	hovedtekster	Bilder	2014	449	01.aug	To menn på båten flyter på vannet.	En treyacht på havet.	
dev	hovedtekster	Bilder	2014	457	0	En mann kjører en wheelie på en terrengsykkel.	En kvinne poserer ved en søyle med et U2-skilt.	
dev	hovedtekster	Bilder	2014	471	03.aug	En kvinnelig rytter som rir på en hest.	Kvinnen rir på den brune hesten.	
dev	hovedtekster	Bilder	2014	474	03.aug	Tog går nedover sporene.	Et svart damptog som reiser på jernbanesporene.	
dev	hovedtekster	Bilder	2014	479	4	Et hvitt fly på rullebanen.	Et hvitt sveitsisk fly nærmer seg rullebanen.	
dev	hovedtekster	Bilder	2014	483	0	De hvite endene står på bakken.	En kvinne i svart hatt står ved T-banen.	
dev	hovedtekster	Bilder	2014	486	03.feb	En gruppe mennesker spiser ved et bord utenfor.	En gruppe mennesker sitter ved et restaurantbord.	
dev	hovedtekster	Bilder	2014	511	01.jun	Ung babyjente sitter på bordet.	En kvinne med en smilende baby sitter på bordet.	
dev	hovedtekster	Bilder	2014	527	03.jun	To katter er tett sammen inni og svart og hvitt lodne innhegning.	To babykattunger sitter inne i en kuppelformet, pelsdekket kuppel.	
dev	hovedtekster	Bilder	2014	537	1	En gruppe mennesker sitter på en liten sofa ved siden av et kjøkken.	En gruppe mennesker som står i nærheten av et lite barn som sitter på en hest.	
dev	hovedtekster	Bilder	2014	544	03.jun	En mann hopper på motorsykkelen sin.	En mann på sykkel hopper gjennom luften.	
dev	hovedtekster	Bilder	2014	549	2	Et svart-hvitt bilde av en flaske som sitter på toppen av en helleristning foran en rekke busker.	En flaske vann som sitter på en stein med andre steiner og en vegg i bakgrunnen.	
dev	hovedtekster	Bilder	2014	552	03.jun	En svart og hvit katt sitter på en brun stol og ser opp.	Svart og hvit katt sitter på trestol og ser opp.	
dev	hovedtekster	Bilder	2014	553	4	En svart og hvit hornku som står på et felt.	En stor svart og hvit ku på et jorde.	
dev	hovedtekster	Bilder	2014	563	03.jun	En langhåret mann med hatt som står mellom to store, halvtomme Cola-flasker.	En mann med hette og jakke som går mellom to store flasker.	
dev	hovedtekster	Bilder	2014	570	03.feb	Et AeroMexico-jetfly som flyr langs en rullebane.	En sølvfarget AreoMexico Jet Liner som sitter på asfalten.	
dev	hovedtekster	Bilder	2014	571	02.aug	En rød fugl og fire andre fugler som sitter i snøen.	Fem fugler står på snøen.	
dev	hovedtekster	Bilder	2014	575	02.apr	Et eldre asiatisk par poserer med en nyfødt baby ved middagsbordet.	En gruppe eldre mennesker poserer rundt et spisebord.	
dev	hovedtekster	Bilder	2014	581	03.jun	Huskatt ser ut av vinduet.	En hvit katt ser ut av et vindu.	
dev	hovedtekster	Bilder	2014	582	01.aug	To kyr beiter på en åker.	En brun hest i et grønt felt.	
dev	hovedtekster	Bilder	2014	589	0,2	En person står under en overgang nær en motorvei.	En person går tur med hund langs vannkanten.	
dev	hovedtekster	Bilder	2014	591	03.apr	En kvinne og et barn dytter barnevogner nedover fortauet.	En kvinne og en ung jente går barnevogner langs fortauet.	
dev	hovedtekster	Bilder	2014	594	01.feb	En hvit fugl som flyr opp på et tre.	En hvit katt som legger seg på et laken.	
dev	hovedtekster	Bilder	2014	602	01.apr	En kvinne ved spisebordet med vin, øl og sitroner.	Fire kvinner og to menn sitter ved et langbord på en restaurant.	
dev	hovedtekster	Bilder	2014	605	02.jun	En bærbar datamaskin og en dataskjerm.	En bærbar PC og en PC på en arbeidsstasjon.	
dev	hovedtekster	Bilder	2014	609	02.apr	En hvit katt som ligger på en kontorstol.	En hvit katt som legger seg på et laken.	
dev	hovedtekster	Bilder	2014	610	0	En liten gul båt som sitter på en tropisk strand.	En liten jente sitter på en steinhylle nær en hvit blomstrende plante.	
dev	hovedtekster	Bilder	2014	611	4	To kvinner kaster en hvit sau inne i en trebygning.	To kvinner som klipper en hvit sau i en trebod.	
dev	hovedtekster	Bilder	2014	616	3	En mann med briller og to plastflasker i forgrunnen.	En mann snakker med to vannflasker som sitter foran seg.	
dev	hovedtekster	Bilder	2014	623	4	Et nærbilde av en brun hest.	Nærbilde av en hest.	
dev	hovedtekster	Bilder	2014	630	4	Et kontor med flere skrivebord og grønne vegger.	Liten kontorplass med lyse grønne vegger.	
dev	hovedtekster	Bilder	2014	631	2	En kvinne som leder en hvit hest.	En mann i smoking på en hvit hest.	
dev	hovedtekster	Bilder	2014	642	4	En mann på en motorsykkel som utfører en wheelie.	Motorsyklist utfører en wheelie ved siden av en bil.	
dev	hovedtekster	Bilder	2014	645	02.feb	Venstre side av en sølvfarget togmotor.	Et nærbilde av en svart togmotor.	
dev	hovedtekster	Bilder	2014	654	02.feb	Blå sofa og enkeltseng i en stue.	En skinnsofa og trebord i en stue.	
dev	hovedtekster	Bilder	2014	664	03.apr	En hvit sykkel står på gulvet.	Gammel stil sykkel parkert på gulvet.	
dev	hovedtekster	Bilder	2014	665	03.feb	En fugl som spiser fra en fuglemater.	En gul fugl som spiser frukt på en fuglemater.	
dev	hovedtekster	Bilder	2014	666	4	Svart fugl sitter på en betongplate.	Svart fugl som står på betong.	
dev	hovedtekster	Bilder	2014	668	03.feb	Mørkfarget hund som står i gressmark.	En grå hund som står i en gressmark.	
dev	hovedtekster	Bilder	2014	669	03.aug	En ung blond jente med et smil og en sykkelhjelm.	En ung jente som har på seg en sykkelhjelm med en sykkel i bakgrunnen.	
dev	hovedtekster	Bilder	2014	676	3	To brune hester som står i gressmark.	Brun hest som står midt på gressmark.	
dev	hovedtekster	Bilder	2014	683	4	Gutt liggende på sofaen med liten hvit hund.	En liten gutt som ligger på en sofa med en hund.	
dev	hovedtekster	Bilder	2014	691	02.feb	En kvinne legger seg på gulvet og holder en baby over seg.	En mann ligger på gulvet og holder en baby over seg.	
dev	hovedtekster	Bilder	2014	699	03.apr	Et grått hus med rød dør.	Hus med rød dør.	
dev	hovedtekster	Bilder	2014	701	03.aug	En kvinne med en hvit hest.	En kvinne som leder en hvit hest.	
dev	hovedtekster	Bilder	2014	704	0	Deprimert kvinne sitter på sofaen.	Eldre kvinne holder nyfødt baby.	
dev	hovedtekster	Bilder	2014	714	0	En eldre kvinne tar en tur bak på sykkelen.	Båtene ligger på vannet som ligger foran fjellet.	
dev	hovedtekster	Bilder	2014	721	04.aug	De brune og hvite kyrne spiser i trauet.	Brune og hvite kyr spiser fra et trau.	
dev	hovedtekster	Bilder	2014	732	3	En ung kvinne med utstrakte armer står foran en "Going Places"-buss.	Jenta står foran den åpne døren til bussen.	
dev	hovedtekster	Bilder	2014	734	0,8	Svart og hvit ku som står i gressmark.	Et svart-hvitt-bilde av en mann som står ved siden av en buss.	
dev	hovedtekster	Bilder	2014	736	04.feb	En gruppe mennesker som spiser ute.	En gruppe mennesker spiser ved et bord utenfor.	
dev	hovedtekster	Bilder	2014	739	04.feb	To katter sitter sammen på sofaen og ser ut av vinduet.	To katter sitter på baksiden av en sofa og ser ut av vinduet.	
dev	hovedtekster	Bilder	2014	742	0	En mann som sitter på en benk og ser på en hund i bånd som sitter på fortauet.	En kvinne holder en liten baby mens hun sitter på en sofa.	
dev	hovedtekster	Bilder	2014	747	04.feb	En blå scooter parkert på et fortau.	En blå moped parkert på fortauet.	
dev	hovedtekster	Bilder	2015	16	apr.60	To grå hunder løper sammen over det grønne gresset.	To grå hunder som løper i grønt gress.	
dev	hovedtekster	Bilder	2015	26	5.00	To hunder løper i en gressmark	To hunder løper gjennom en gressmark.	
dev	hovedtekster	Bilder	2015	27	0,00	Paret sitter nær vannet i plenstoler.	Gutten hopper fra det ene piknikbordet til det andre i parken.	
dev	hovedtekster	Bilder	2015	40	mar.20	Shephard hopper gjennom svart bøyle mens folk ser på	En hund hopper gjennom en bøyle.	
dev	hovedtekster	Bilder	2015	50	feb.60	En gruppe mennesker som står på gaten	En kvinne henvender seg til en mangfoldig gruppe mennesker som står på gaten.	
dev	hovedtekster	Bilder	2015	54	feb.20	En hund løper på brunt gress.	En våt hund løper gjennom det gule gresset og holder en tennisball.	
dev	hovedtekster	Bilder	2015	61	apr.60	Mannen og to unggutter hopper på en trampoline.	En mann og to gutter hopper på en trampoline.	
dev	hovedtekster	Bilder	2015	62	5.00	En mann som spiser et eple og sitter offentlig.	En mann sitter på et offentlig sted og spiser et eple.	
dev	hovedtekster	Bilder	2015	68	apr.60	to unge jenter klemmer hverandre i gresset.	to unge jenter som holder hverandre på gressbakken	
dev	hovedtekster	Bilder	2015	69	apr.60	To hvite hunder går gjennom dyp hvit snø.	To hvite hunder går gjennom en enorm fjellsnø.	
dev	hovedtekster	Bilder	2015	70	apr.80	Fire jenter i badedrakter spiller volleyball på stranden.	Fire kvinner i bikini spiller volleyball på stranden.	
dev	hovedtekster	Bilder	2015	119	0,60	Barn spiller ball i parken.	To hunder som leker ved kysten.	
dev	hovedtekster	Bilder	2015	124	0,20	En mann i dress sykler nedover den asfalterte veien.	En mann bruker en stor stang for å fjerne bokstaver fra et skilt.	
dev	hovedtekster	Bilder	2015	126	feb.20	En svart og hvit hund løper i en gresskledd hage omgitt av et hvitt gjerde.	En svart og hvit hund hopper over et hinder.	
dev	hovedtekster	Bilder	2015	128	apr.80	Turgjengen hviler foran et fjell.	Flere turgåere hviler med utstyret sitt foran et fjell.	
dev	hovedtekster	Bilder	2015	140	jan.20	To jenter i blå og blågrønne kjoler og store hatter står ved siden av en stor trestamme.	En kvinne, en liten gutt og en liten baby står foran en kustatue.	
dev	hovedtekster	Bilder	2015	165	feb.20	En kvinne sitter og sover med hodet hvilende på hånden.	En mann som hviler hodet på hånden.	
